index,bpm,probability,time,downbeat
669,149.97113,0.96185106,133.858844,false
670,150.000381,0.961619496,134.058776,false
671,150.03653,0.961536229,134.258413,false
672,150.03653,0.961668074,134.457937,true
673,150.040283,0.961244166,134.657868,false
674,150.045486,0.961058795,134.857755,false
675,150.046051,0.960605621,135.057619,false
676,150.047989,0.961067617,135.257551,false
677,150.039154,0.960547686,135.45746,false
678,150.017883,0.960471928,135.657506,false
679,150.009659,0.960519731,135.857732,false
680,150.009674,0.960737944,136.057823,true
681,150.013763,0.960703015,136.2578,false
682,150.020111,0.960203409,136.457732,false
683,150.014069,0.960036337,136.657619,false
684,149.998627,0.96093291,136.857664,false
685,149.99408,0.960449755,137.057846,false
686,149.979172,0.960413992,137.257891,false
687,149.981247,0.960408807,137.458095,false
688,149.981247,0.960235119,137.658095,true
689,149.978806,0.959727645,137.858118,false
690,149.976181,0.959204853,138.058163,false
691,149.972214,0.959142983,138.258209,false
692,149.964188,0.959437132,138.458277,false
693,149.946243,0.958896935,138.658413,false
694,149.939316,0.958786428,138.858685,false
695,149.932648,0.958848298,139.058844,false
696,149.932648,0.959384799,139.259002,true
697,149.926926,0.959028304,139.45907,false
698,149.924683,0.958509326,139.659229,false
699,149.924683,0.958888173,139.859342,false
700,149.927521,0.959289849,140.059433,false
701,149.936691,0.958790004,140.259478,false
702,149.954544,0.958402812,140.459433,false
703,149.97316,0.958607852,140.659274,false
704,149.985016,0.958075583,140.85907,true
705,149.995682,0.958113611,141.058934,false
706,150.010132,0.957835615,141.258798,false
707,150.023697,0.95821023,141.458594,false
708,150.035553,0.958034277,141.65839,false
709,150.050842,0.95750165,141.858186,false
710,150.049942,0.95750618,142.057914,false
711,150.050415,0.957317293,142.257846,false
712,150.052429,0.957186818,142.457755,true
713,150.057632,0.957338035,142.657642,false
714,150.064697,0.957209289,142.857483,false
715,150.071548,0.956973135,143.057302,false
716,150.080765,0.956416547,143.25712,false
717,150.088547,0.956349969,143.456893,false
718,150.092651,0.956449687,143.656667,false
719,150.097336,0.956808507,143.856485,false
720,150.102921,0.956702352,144.056281,true
721,150.103668,0.95665282,144.256077,false
722,150.104874,0.956871033,144.455918,false
723,150.105087,0.957829297,144.65576,false
724,150.103607,0.957368672,144.855601,false
725,150.099716,0.956871748,145.055465,false
726,150.093628,0.956679225,145.255374,false
727,150.084686,0.957087815,145.455306,false
728,150.076065,0.956916034,145.655283,true
729,150.064896,0.956892729,145.855283,false
730,150.055161,0.956869721,146.055329,false
731,150.047943,0.958069921,146.255351,false
732,150.035934,0.957754254,146.455374,false
733,150.027542,0.957542002,146.655465,false
734,150.018188,0.957449496,146.85551,false
735,150.018692,0.957808316,147.055578,false
736,150.020218,0.957324684,147.255533,true
737,150.021454,0.956998289,147.455488,false
738,150.024841,0.957096219,147.655442,false
739,150.029022,0.957845032,147.855351,false
740,150.033783,0.957380116,148.055261,false
741,150.039398,0.956867158,148.255147,false
742,150.036346,0.957077026,148.455011,false
743,150.034744,0.957131684,148.654989,false
744,150.034668,0.957246125,148.854943,true
745,150.032196,0.957426846,149.054898,false
746,150.029572,0.957724929,149.254875,false
747,150.027374,0.957978487,149.454853,false
748,150.026672,0.957504094,149.65483,false
749,150.025238,0.956994832,149.854785,false
750,150.021133,0.956927478,150.054762,false
751,150.019302,0.957124472,150.254762,false
752,150.018631,0.956926048,150.454739,true
753,150.016907,0.957180321,150.654717,false
754,150.016312,0.957176507,150.854694,false
755,150.013382,0.95805043,151.054671,false
756,150.010757,0.957588136,151.254671,false
757,150.011154,0.957500398,151.454671,false
758,150.008545,0.957570314,151.654649,false
759,150.007996,0.957819641,151.854649,false
760,150.008896,0.957456708,152.054626,true
761,150.00946,0.95756644,152.254603,false
762,150.010223,0.957766593,152.45458,false
763,150.006363,0.958747387,152.654558,false
764,149.999451,0.958309174,152.85458,false
765,149.994629,0.957832456,153.054649,false
766,149.98996,0.957779586,153.254694,false
767,149.980682,0.957787573,153.454762,false
768,149.967865,0.957286835,153.654898,true
769,149.953125,0.956748009,153.855079,false
770,149.935867,0.956634104,154.055306,false
771,149.916443,0.956331193,154.255578,false
772,149.895874,0.955928445,154.455918,false
773,149.877762,0.95534426,154.656304,false
774,149.866104,0.954745293,154.856667,false
775,149.851791,0.95412159,155.056984,false
776,149.840912,0.953471184,155.257347,true
777,149.832932,0.952883065,155.457687,false
778,149.82843,0.952748418,155.658005,false
779,149.826797,0.952186465,155.858277,false
780,149.820847,0.951569021,156.058526,false
781,149.815323,0.95122689,156.258821,false
782,149.807236,0.95086509,156.459116,false
783,149.803375,0.950359106,156.659456,false
784,149.803284,0.950042009,156.859751,true
785,149.806503,0.949361265,157.06,false
786,149.81105,0.948985338,157.260204,false
787,149.819122,0.948310077,157.460385,false
788,149.823807,0.947924316,157.660522,false
789,149.832611,0.947423518,157.86068,false
790,149.843979,0.94696933,158.060794,false
791,149.856033,0.947016716,158.260862,false
792,149.865952,0.946548223,158.460907,true
793,149.878571,0.945970058,158.660952,false
794,149.89325,0.945447981,158.860952,false
795,149.911926,0.945013821,159.060907,false
796,149.929306,0.944794238,159.260794,false
797,149.946945,0.944618285,159.460658,false
798,149.964005,0.944205046,159.660499,false
799,149.981567,0.943821371,159.86034,false
800,149.99884,0.943146646,160.060136,true
801,150.01828,0.943270206,160.259909,false
802,150.034256,0.943396389,160.459637,false
803,150.045242,0.942745447,160.659388,false
804,150.055511,0.942662418,160.859184,false
805,150.065811,0.942857027,161.05898,false
806,150.07843,0.942552984,161.258753,false
807,150.090973,0.942231715,161.458481,false
808,150.10289,0.94177711,161.658209,true
809,150.114639,0.941851974,161.857914,false
810,150.125519,0.942106545,162.057619,false
811,150.136765,0.941911519,162.257302,false
812,150.144058,0.942225933,162.456984,false
813,150.152649,0.94239229,162.656689,false
814,150.160355,0.942660153,162.856372,false
815,150.170609,0.942959905,163.056054,false
816,150.176788,0.943442404,163.255692,true
817,150.180496,0.942915022,163.455374,false
818,150.183899,0.943034649,163.655079,false
819,150.186386,0.94311285,163.854785,false
820,150.190063,0.942905605,164.05449,false
821,150.194077,0.942435384,164.254172,false
822,150.201508,0.94209975,164.453855,false
823,150.203888,0.942352176,164.653492,false
824,150.209808,0.942483544,164.853175,true
825,150.21431,0.941912353,165.052812,false
826,150.218582,0.941972017,165.252472,false
827,150.210953,0.941621482,165.452109,false
828,150.200806,0.941058159,165.651905,false
829,150.183548,0.940723777,165.851746,false
830,150.154327,0.94058311,166.051701,false
831,150.122925,0.939954579,166.251837,false
832,150.096039,0.939681709,166.452041,true
833,150.072006,0.939673245,166.652222,false
834,150.048447,0.939059258,166.852404,false
835,150.019852,0.938782692,167.052608,false
836,150.001389,0.940942109,167.252902,false
837,149.98468,0.940397978,167.453107,false
838,149.955978,0.941193342,167.653311,false
839,149.934158,0.941649675,167.853696,false
840,149.914978,0.942083657,168.054036,true
841,149.899094,0.942017376,168.254376,false
842,149.877213,0.942839324,168.454694,false
843,149.850037,0.942766428,168.655102,false
844,149.826477,0.945426643,168.855624,false
845,149.814941,0.945049882,169.056122,false
846,149.808487,0.945592046,169.256508,false
847,149.810867,0.945421696,169.456825,false
848,149.814133,0.945500672,169.657029,true
849,149.824371,0.946321905,169.857234,false
850,149.83429,0.946104825,170.057324,false
851,149.837479,0.947886586,170.257415,false
852,149.84343,0.949554384,170.457574,false
853,149.838135,0.949232697,170.65771,false
854,149.825165,0.949043512,170.857982,false
855,149.826065,0.949814141,171.058367,false
856,149.828171,0.949918032,171.258571,true
857,149.822952,0.950287461,171.458776,false
858,149.812164,0.949891746,171.65907,false
859,149.804871,0.950158417,171.859433,false
860,149.801743,0.950544655,172.059773,false
861,149.804459,0.950100124,172.260068,false
862,149.814972,0.949714541,172.460295,false
863,149.833099,0.949320138,172.660408,false
864,149.84964,0.950180233,172.860408,true
865,149.867798,0.950145245,173.060408,false
866,149.879929,0.949845433,173.260363,false
867,149.89212,0.949678659,173.460363,false
868,149.901398,0.94994092,173.66034,false
869,149.90657,0.949418545,173.86034,false
870,149.916367,0.949099183,174.060385,false
871,149.930344,0.94865936,174.260363,false
872,149.944107,0.949037194,174.460272,true
873,149.954758,0.948673427,174.660181,false
874,149.965744,0.948158026,174.860113,false
875,149.973816,0.947940886,175.060023,false
876,149.983078,0.947862566,175.259955,false
877,149.987335,0.947263181,175.459864,false
878,149.993195,0.946955979,175.659819,false
879,150.001846,0.946738243,175.859751,false
880,150.010071,0.946448445,176.059637,true
881,150.01918,0.946181834,176.259524,false
882,150.024307,0.945592999,176.459388,false
883,150.029724,0.945517004,176.659274,false
884,150.032745,0.945197999,176.859161,false
885,150.03537,0.944554031,177.05907,false
886,150.035507,0.944210827,177.25898,false
887,150.033615,0.943655252,177.458912,false
888,150.028336,0.943549037,177.658889,true
889,150.021194,0.943068683,177.858912,false
